age,income,profession,property_type,budget,num_visits,source_lead,binary_target,total_time_spent_website,page_views_per_visit,city,lead_origin,last_activity,last_notable_activity,score_lead,label_raw,ratio_budget_income,interaction_score,label,target_multiclasse_id,prospect_id
85,3019.0,Unemployed,Studio,450892.0,0.0,Olark Chat,1,0,0.0,Select,API,SMS Sent,SMS Sent,1,Froid,149.35144087446173,0.0,cold,0,tabular_005954
70,7418.0,Unknown,Appartement,459525.0,5.0,Direct Traffic,0,1430,2.5,Mumbai,Landing Page Submission,Email Opened,Email Opened,3,Tiede,61.94729037476409,6.11,warm,1,tabular_005955
50,3365.0,Unemployed,Terrain,247132.0,4.0,Organic Search,0,245,2.0,Tier II Cities,Landing Page Submission,SMS Sent,SMS Sent,1,Froid,73.44190193164933,3.0900000000000003,cold,0,tabular_005956
88,2905.0,Unemployed,Villa,232029.0,0.0,Olark Chat,1,0,0.0,Select,API,SMS Sent,SMS Sent,2,Tiede,79.87228915662651,0.0,warm,1,tabular_005957
73,8223.0,Unknown,Villa,457311.0,7.0,Google,0,245,1.75,Other Cities,Landing Page Submission,Page Visited on Website,Page Visited on Website,3,Tiede,55.61364465523531,4.515000000000001,warm,1,tabular_005958
89,3004.0,Unemployed,Maison,195000.0,3.0,Direct Traffic,0,19,3.0,Mumbai,Landing Page Submission,Page Visited on Website,Modified,2,Tiede,64.91344873501997,2.438,warm,1,tabular_005959
68,8466.0,Unknown,Villa,683380.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,2,Tiede,80.72052917552563,0.0,warm,1,tabular_005960
60,3459.0,Unemployed,Terrain,386270.0,0.0,Unknown,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,1,Froid,111.67100318010986,0.0,cold,0,tabular_005961
32,2500.0,Unemployed,Appartement,220000.0,0.0,Olark Chat,1,0,0.0,Select,API,SMS Sent,SMS Sent,2,Tiede,88.0,0.0,warm,1,tabular_005962
55,3581.0,Unemployed,Maison,544688.0,2.0,Organic Search,1,907,1.0,Select,API,SMS Sent,SMS Sent,1,Froid,152.10499860374196,3.114,cold,0,tabular_005963
32,6668.0,Unknown,Terrain,755118.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Olark Chat Conversation,0,Froid,113.24505098980204,0.0,cold,0,tabular_005964
22,12898.0,Working Professional,Villa,1035056.0,17.0,Organic Search,1,972,10.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,5,Chaud,80.24934098309815,13.444,hot,2,tabular_005965
71,4130.0,Unemployed,Studio,172500.0,0.0,Olark Chat,1,0,0.0,Select,API,Email Opened,Email Opened,2,Tiede,41.76755447941888,0.0,warm,1,tabular_005966
68,4012.0,Unemployed,Studio,292500.0,3.0,Google,0,255,3.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,72.90628115653041,2.91,warm,1,tabular_005967
27,5847.0,Unknown,Terrain,646968.0,4.0,Google,0,230,2.0,Unknown,API,Email Opened,Email Opened,0,Froid,110.64956387891226,3.06,cold,0,tabular_005968
29,7265.0,Unknown,Appartement,382128.0,4.0,Google,1,78,4.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,52.598485891259465,3.3560000000000003,warm,1,tabular_005969
21,2500.0,Unemployed,Studio,483386.0,0.0,Olark Chat,1,0,0.0,Select,API,SMS Sent,SMS Sent,1,Froid,193.3544,0.0,cold,0,tabular_005970
35,7313.0,Unknown,Terrain,679515.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,92.91877478463012,0.0,cold,0,tabular_005971
53,8842.0,Unknown,Maison,750295.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Modified,2,Tiede,84.85580185478399,0.0,warm,1,tabular_005972
42,3904.0,Unemployed,Villa,166870.0,2.0,Direct Traffic,0,70,2.0,Tier II Cities,Landing Page Submission,SMS Sent,Modified,1,Froid,42.74334016393443,1.74,cold,0,tabular_005973
53,4074.0,Unemployed,Appartement,308924.0,5.0,Direct Traffic,0,261,5.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,75.82817869415807,4.522,warm,1,tabular_005974
84,5997.0,Unknown,Appartement,551070.0,10.0,Google,0,91,3.33,Other Cities,Landing Page Submission,SMS Sent,Modified,3,Tiede,91.89094547273636,6.181,warm,1,tabular_005975
26,11676.0,Working Professional,Maison,1014410.0,5.0,Google,1,938,5.0,Other Metro Cities,Landing Page Submission,Email Opened,Email Opened,5,Chaud,86.8799246317232,5.876,hot,2,tabular_005976
78,2500.0,Unemployed,Appartement,405972.0,2.0,Direct Traffic,1,1412,2.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,2,Tiede,162.3888,4.424,warm,1,tabular_005977
70,5648.0,Unknown,Terrain,637536.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,0,Froid,112.87818696883852,0.0,cold,0,tabular_005978
35,2500.0,Unemployed,Appartement,184719.0,4.0,Google,0,984,1.33,Select,API,Email Opened,Email Opened,1,Froid,73.8876,4.367,cold,0,tabular_005979
60,2500.0,Unemployed,Appartement,152500.0,2.0,Google,1,2013,2.0,Select,API,Email Opened,Email Opened,3,Tiede,61.0,5.626,warm,1,tabular_005980
52,5718.0,Unknown,Appartement,749222.0,5.0,Direct Traffic,0,71,5.0,Unknown,Landing Page Submission,Email Opened,Email Opened,2,Tiede,131.02868135711788,4.142,warm,1,tabular_005981
80,6800.0,Unknown,Terrain,844224.0,5.0,Direct Traffic,0,27,5.0,Thane & Outskirts,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,124.15058823529412,4.054,warm,1,tabular_005982
21,3999.0,Unemployed,Villa,208900.0,1.0,Google,0,183,1.0,Mumbai,Landing Page Submission,Converted to Lead,Modified,1,Froid,52.23805951487872,1.166,cold,0,tabular_005983
58,4999.0,Unemployed,Studio,279808.0,5.0,Google,1,977,5.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,4,Chaud,55.97279455891178,5.954,hot,2,tabular_005984
62,3630.0,Unemployed,Appartement,338450.0,6.0,Google,0,348,2.0,Other Cities of Maharashtra,Landing Page Submission,Email Opened,Email Opened,2,Tiede,93.23691460055096,4.296,warm,1,tabular_005985
67,4789.0,Unemployed,Maison,136500.0,0.0,Olark Chat,1,0,0.0,Select,API,SMS Sent,SMS Sent,2,Tiede,28.502818960116933,0.0,warm,1,tabular_005986
45,6237.0,Unknown,Maison,945864.0,2.0,Direct Traffic,0,287,2.0,Mumbai,Landing Page Submission,Email Opened,Modified,0,Froid,151.65367965367966,2.1740000000000004,cold,0,tabular_005987
59,8074.0,Unknown,Terrain,389424.0,1.0,Olark Chat,0,1471,1.0,Unknown,API,Page Visited on Website,Page Visited on Website,3,Tiede,48.231855338122365,3.742,warm,1,tabular_005988
86,7951.0,Unknown,Villa,609301.0,2.0,Direct Traffic,0,285,2.0,Mumbai,Landing Page Submission,Email Opened,Modified,1,Froid,76.63199597534901,2.17,cold,0,tabular_005989
18,2500.0,Unemployed,Appartement,336424.0,8.0,Organic Search,0,139,8.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,134.5696,6.678,warm,1,tabular_005990
56,7967.0,Unknown,Terrain,681722.0,6.0,Direct Traffic,0,358,6.0,Other Cities,API,Email Opened,Email Opened,3,Tiede,85.56821890297478,5.516,warm,1,tabular_005991
34,2500.0,Unemployed,Studio,308688.0,3.0,Google,1,126,3.0,Other Metro Cities,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,123.4752,2.652,warm,1,tabular_005992
52,4324.0,Unemployed,Villa,252320.0,6.0,Organic Search,1,882,6.0,Select,API,Email Opened,Email Opened,4,Chaud,58.35337650323774,6.564,hot,2,tabular_005993
63,8258.0,Unknown,Villa,945773.0,2.0,Direct Traffic,0,87,2.0,Mumbai,Landing Page Submission,Email Link Clicked,Modified,1,Froid,114.52809396948412,1.774,cold,0,tabular_005994
59,12193.0,Working Professional,Terrain,686640.0,2.0,Direct Traffic,1,1106,2.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,56.3142786844911,3.812,hot,2,tabular_005995
56,7368.0,Unknown,Maison,673530.0,17.0,Organic Search,0,739,4.75,Tier II Cities,Landing Page Submission,Page Visited on Website,Modified,3,Tiede,91.4128664495114,11.403,warm,1,tabular_005996
66,2500.0,Unemployed,Villa,270134.0,2.0,Direct Traffic,1,311,2.0,Mumbai,Landing Page Submission,Email Opened,Modified,1,Froid,108.0536,2.222,cold,0,tabular_005997
79,2500.0,Unemployed,Maison,492100.0,2.0,Direct Traffic,0,132,2.0,Other Cities,Landing Page Submission,Email Link Clicked,Email Link Clicked,0,Froid,196.84,1.864,cold,0,tabular_005998
55,4990.0,Unemployed,Villa,257500.0,11.0,Organic Search,0,714,11.0,Select,API,Email Opened,Email Opened,3,Tiede,51.60320641282565,10.228000000000002,warm,1,tabular_005999
40,2730.0,Unemployed,Villa,233784.0,3.0,Direct Traffic,0,322,3.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,85.63516483516483,3.044,warm,1,tabular_006000
39,4233.0,Unemployed,Villa,267500.0,1.0,Google,0,147,1.0,Mumbai,API,Converted to Lead,Modified,1,Froid,63.19395227970706,1.094,cold,0,tabular_006001
21,6788.0,Unknown,Studio,598910.0,2.0,Direct Traffic,0,576,2.0,Mumbai,Landing Page Submission,SMS Sent,Modified,1,Froid,88.2307012374779,2.752,cold,0,tabular_006002
66,3506.0,Unemployed,Maison,359513.0,2.0,Direct Traffic,1,424,2.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,1,Froid,102.54221334854536,2.4480000000000004,cold,0,tabular_006003
76,4607.0,Unemployed,Studio,405873.0,7.0,Direct Traffic,1,950,1.75,Mumbai,Landing Page Submission,Email Opened,Email Opened,3,Tiede,88.09919687432168,5.925000000000001,warm,1,tabular_006004
90,2500.0,Unemployed,Maison,134888.0,2.0,Direct Traffic,0,392,2.0,Thane & Outskirts,Landing Page Submission,SMS Sent,SMS Sent,1,Froid,53.9552,2.3840000000000003,cold,0,tabular_006005
85,3011.0,Unemployed,Studio,351990.0,2.0,Olark Chat,1,1130,2.0,Select,API,Email Opened,Modified,2,Tiede,116.90136167386252,3.86,warm,1,tabular_006006
88,4830.0,Unemployed,Studio,345828.0,6.0,Organic Search,0,363,6.0,Mumbai,Landing Page Submission,SMS Sent,Modified,3,Tiede,71.6,5.526,warm,1,tabular_006007
19,4541.0,Unemployed,Studio,329175.0,3.0,Olark Chat,0,94,1.5,Mumbai,API,Email Opened,Email Opened,1,Froid,72.48953974895397,2.138,cold,0,tabular_006008
66,6030.0,Unknown,Terrain,494698.0,5.0,Google,1,1585,5.0,Other Cities,Landing Page Submission,SMS Sent,SMS Sent,5,Chaud,82.03946932006633,7.17,hot,2,tabular_006009
48,2500.0,Unemployed,Studio,454937.0,3.0,Direct Traffic,1,880,3.0,Other Cities,Landing Page Submission,Email Link Clicked,Email Link Clicked,2,Tiede,181.9748,4.16,warm,1,tabular_006010
57,10522.0,Working Professional,Villa,1086547.0,14.0,Organic Search,1,297,7.0,Other Metro Cities,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,103.2643033643794,9.694,hot,2,tabular_006011
65,3651.0,Unemployed,Appartement,591480.0,0.0,Welingak Website,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,1,Froid,162.00493015612162,0.0,cold,0,tabular_006012
68,2500.0,Unemployed,Studio,427500.0,3.0,Reference,0,31,2.0,Mumbai,Lead Add Form,Unknown,Modified,0,Froid,171.0,2.162,cold,0,tabular_006013
60,6504.0,Unknown,Appartement,493185.0,2.0,Direct Traffic,0,310,2.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,1,Froid,75.82795202952029,2.22,cold,0,tabular_006014
72,4450.0,Unemployed,Appartement,505675.0,2.0,Direct Traffic,0,213,2.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,0,Froid,113.63483146067416,2.026,cold,0,tabular_006015
66,3396.0,Unemployed,Villa,175000.0,1.0,Reference,1,36,1.0,Mumbai,Lead Add Form,Email Opened,Modified,2,Tiede,51.531213191990574,0.872,warm,1,tabular_006016
74,4824.0,Unemployed,Appartement,190000.0,0.0,Olark Chat,1,0,0.0,Select,API,Email Opened,Email Opened,2,Tiede,39.38640132669983,0.0,warm,1,tabular_006017
32,3665.0,Student,Appartement,382432.0,3.0,Direct Traffic,1,1385,3.0,Other Cities of Maharashtra,Landing Page Submission,Email Opened,Email Opened,3,Tiede,104.34706684856754,5.17,warm,1,tabular_006018
44,6313.0,Unknown,Appartement,856845.0,3.0,Google,0,362,1.5,Unknown,API,Email Opened,Modified,0,Froid,135.72707112307936,2.674,cold,0,tabular_006019
85,6154.0,Unknown,Maison,588120.0,3.0,Direct Traffic,0,14,3.0,Other Cities of Maharashtra,Landing Page Submission,Email Opened,Email Opened,2,Tiede,95.56711082222944,2.428,warm,1,tabular_006020
81,6282.0,Unknown,Studio,645128.0,10.0,Organic Search,1,1259,10.0,Mumbai,Landing Page Submission,SMS Sent,Modified,4,Chaud,102.69468322190386,10.518,hot,2,tabular_006021
47,3854.0,Unemployed,Studio,265000.0,0.0,Olark Chat,1,0,0.0,Other Cities,API,SMS Sent,SMS Sent,2,Tiede,68.759730150493,0.0,warm,1,tabular_006022
53,2500.0,Unemployed,Appartement,242434.0,4.0,Direct Traffic,0,251,4.0,Thane & Outskirts,Landing Page Submission,Page Visited on Website,Modified,2,Tiede,96.9736,3.702,warm,1,tabular_006023
84,8640.0,Unknown,Villa,648055.0,3.0,Direct Traffic,0,107,3.0,Thane & Outskirts,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,75.00636574074075,2.614,warm,1,tabular_006024
66,3214.0,Unemployed,Maison,349491.0,4.0,Google,0,191,4.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,1,Froid,108.74019912881144,3.5820000000000003,cold,0,tabular_006025
72,6074.0,Unknown,Villa,528382.0,13.0,Google,0,571,6.5,Mumbai,Landing Page Submission,Page Visited on Website,Modified,3,Tiede,86.99078037537043,9.592,warm,1,tabular_006026
73,4639.0,Unemployed,Villa,197500.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,Email Opened,Email Opened,2,Tiede,42.57383056693253,0.0,warm,1,tabular_006027
85,2500.0,Unemployed,Appartement,264110.0,4.0,Google,0,384,4.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,1,Froid,105.644,3.968,cold,0,tabular_006028
61,4979.0,Unemployed,Terrain,180000.0,2.0,Reference,1,1548,2.0,Select,Lead Add Form,Page Visited on Website,Page Visited on Website,3,Tiede,36.15183771841736,4.696,warm,1,tabular_006029
48,2500.0,Unemployed,Appartement,132500.0,3.0,Google,0,136,1.5,Mumbai,Landing Page Submission,Converted to Lead,Modified,1,Froid,53.0,2.222,cold,0,tabular_006030
75,8690.0,Unknown,Terrain,332956.0,1.0,Direct Traffic,0,339,1.0,Tier II Cities,Landing Page Submission,Converted to Lead,Modified,2,Tiede,38.314844649021865,1.4780000000000002,warm,1,tabular_006031
70,4602.0,Unemployed,Maison,287760.0,7.0,Organic Search,0,1316,2.33,Other Metro Cities,Landing Page Submission,Email Bounced,Modified,3,Tiede,62.52933507170796,6.831,warm,1,tabular_006032
40,7041.0,Unknown,Terrain,337133.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Email Opened,1,Froid,47.88140889078256,0.0,cold,0,tabular_006033
45,2500.0,Unemployed,Appartement,469110.0,2.0,Google,0,235,1.0,Select,API,Email Opened,Email Opened,0,Froid,187.644,1.77,cold,0,tabular_006034
33,7754.0,Unknown,Appartement,401563.0,3.0,Google,0,291,3.0,Unknown,API,Email Opened,Modified,2,Tiede,51.787851431519215,2.982,warm,1,tabular_006035
54,8216.0,Unknown,Villa,381238.0,2.0,Google,0,56,2.0,Mumbai,Landing Page Submission,Converted to Lead,Modified,2,Tiede,46.401898734177216,1.7120000000000002,warm,1,tabular_006036
38,2500.0,Unemployed,Appartement,207500.0,2.0,Google,0,394,2.0,Select,API,Unsubscribed,Unsubscribed,1,Froid,83.0,2.388,cold,0,tabular_006037
34,2500.0,Unemployed,Appartement,498960.0,2.0,Organic Search,1,225,2.0,Select,API,SMS Sent,SMS Sent,1,Froid,199.584,2.0500000000000003,cold,0,tabular_006038
54,2500.0,Unemployed,Studio,399280.0,4.0,Direct Traffic,0,261,4.0,Thane & Outskirts,Landing Page Submission,SMS Sent,SMS Sent,1,Froid,159.712,3.722,cold,0,tabular_006039
36,3365.0,Unemployed,Studio,300000.0,7.0,Organic Search,0,5,7.0,Mumbai,Landing Page Submission,Page Visited on Website,Modified,3,Tiede,89.15304606240713,5.609999999999999,warm,1,tabular_006040
47,2893.0,Unemployed,Villa,157232.0,7.0,Google,1,1568,7.0,Other Cities of Maharashtra,Landing Page Submission,SMS Sent,SMS Sent,5,Chaud,54.34911856204632,8.736,hot,2,tabular_006041
62,6876.0,Unknown,Terrain,570105.0,2.0,Google,0,203,2.0,Thane & Outskirts,Landing Page Submission,SMS Sent,Modified,1,Froid,82.91230366492147,2.006,cold,0,tabular_006042
35,7467.0,Unknown,Terrain,390048.0,2.0,Google,0,4,2.0,Unknown,API,Converted to Lead,Modified,1,Froid,52.23623945359582,1.608,cold,0,tabular_006043
79,6859.0,Unknown,Studio,709874.0,2.0,Google,0,32,1.0,Unknown,API,Olark Chat Conversation,Modified,0,Froid,103.49526169995626,1.364,cold,0,tabular_006044
53,8438.0,Unknown,Maison,870606.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,103.17681915145768,0.0,cold,0,tabular_006045
69,6405.0,Unknown,Studio,384216.0,8.0,Google,0,96,2.67,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,59.98688524590164,4.993,warm,1,tabular_006046
36,2812.0,Unemployed,Maison,233361.0,3.0,Google,1,1434,1.5,Thane & Outskirts,API,SMS Sent,SMS Sent,3,Tiede,82.9875533428165,4.8180000000000005,warm,1,tabular_006047
61,6462.0,Unknown,Terrain,566500.0,17.0,Direct Traffic,0,157,3.17,Mumbai,Landing Page Submission,Page Visited on Website,Page Visited on Website,3,Tiede,87.66635716496441,9.765,warm,1,tabular_006048
24,6464.0,Unknown,Studio,452010.0,2.0,Direct Traffic,0,140,2.0,Unknown,Landing Page Submission,Form Submitted on Website,Modified,1,Froid,69.92728960396039,1.88,cold,0,tabular_006049
61,3687.0,Unemployed,Appartement,351416.0,0.0,Olark Chat,0,0,0.0,Select,API,Email Opened,Email Opened,1,Froid,95.31217792243017,0.0,cold,0,tabular_006050
85,3476.0,Unemployed,Maison,455124.0,5.0,Google,0,248,2.5,Thane & Outskirts,Landing Page Submission,Olark Chat Conversation,Modified,1,Froid,130.93325661680092,3.746,cold,0,tabular_006051
51,7847.0,Unknown,Maison,900396.0,14.0,Organic Search,1,1627,14.0,Other Cities of Maharashtra,Landing Page Submission,Email Opened,Email Opened,4,Chaud,114.74397859054416,14.454,hot,2,tabular_006052
83,6536.0,Unknown,Maison,436870.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,66.8405752753978,0.0,cold,0,tabular_006053
86,2500.0,Unemployed,Terrain,534168.0,5.0,Google,0,16,5.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,213.6672,4.032,warm,1,tabular_006054
72,4999.0,Unemployed,Villa,145000.0,2.0,Organic Search,1,1021,2.0,Select,API,Email Opened,Email Opened,3,Tiede,29.005801160232046,3.642,warm,1,tabular_006055
27,2500.0,Unemployed,Appartement,410787.0,2.0,Direct Traffic,0,1319,2.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,1,Froid,164.3148,4.238,cold,0,tabular_006056
59,3387.0,Unemployed,Studio,428824.0,5.0,Direct Traffic,0,36,5.0,Other Cities,Landing Page Submission,Email Bounced,Email Bounced,2,Tiede,126.60879834661942,4.072,warm,1,tabular_006057
58,7947.0,Unknown,Maison,458580.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Olark Chat Conversation,1,Froid,57.70479426198565,0.0,cold,0,tabular_006058
86,2500.0,Unemployed,Terrain,242811.0,2.0,Direct Traffic,0,251,2.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,1,Froid,97.1244,2.1020000000000003,cold,0,tabular_006059
27,2632.0,Unemployed,Maison,288000.0,6.0,Organic Search,0,410,6.0,Select,API,Email Opened,Email Opened,2,Tiede,109.4224924012158,5.62,warm,1,tabular_006060
27,4927.0,Unemployed,Studio,418768.0,0.0,Olark Chat,1,0,0.0,Select,API,Email Opened,Email Opened,2,Tiede,84.99451999188148,0.0,warm,1,tabular_006061
77,7696.0,Unknown,Appartement,424935.0,5.0,Direct Traffic,0,216,5.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,3,Tiede,55.215046777546775,4.432,warm,1,tabular_006062
68,3239.0,Unemployed,Maison,306790.0,0.0,Olark Chat,1,0,0.0,Select,API,Email Opened,Email Opened,2,Tiede,94.71750540290212,0.0,warm,1,tabular_006063
38,3854.0,Unemployed,Terrain,221025.0,0.0,Olark Chat,1,0,0.0,Select,API,SMS Sent,SMS Sent,2,Tiede,57.349507005708354,0.0,warm,1,tabular_006064
25,6583.0,Unknown,Terrain,530639.0,3.0,Olark Chat,0,1315,1.5,Other Metro Cities,API,Olark Chat Conversation,Olark Chat Conversation,2,Tiede,80.60747379614158,4.58,warm,1,tabular_006065
82,2500.0,Unemployed,Villa,306585.0,0.0,Olark Chat,1,0,0.0,Select,API,Email Opened,Email Opened,1,Froid,122.634,0.0,cold,0,tabular_006066
47,2500.0,Unemployed,Terrain,199694.0,1.0,Olark Chat,1,798,1.0,Thane & Outskirts,API,SMS Sent,SMS Sent,2,Tiede,79.8776,2.396,warm,1,tabular_006067
66,8422.0,Unknown,Villa,1053268.0,5.0,Direct Traffic,0,60,5.0,Other Cities,Landing Page Submission,Page Visited on Website,Modified,3,Tiede,125.06150558062218,4.12,warm,1,tabular_006068
26,3929.0,Unemployed,Appartement,415560.0,9.0,Direct Traffic,0,223,9.0,Mumbai,Landing Page Submission,Converted to Lead,Modified,2,Tiede,105.76737083227285,7.645999999999999,warm,1,tabular_006069
34,3792.0,Unemployed,Studio,384006.0,8.0,Google,1,150,2.0,Thane & Outskirts,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,101.26740506329114,4.9,warm,1,tabular_006070
86,5425.0,Unknown,Villa,390623.0,3.0,Google,1,763,3.0,Thane & Outskirts,Landing Page Submission,Form Submitted on Website,Modified,3,Tiede,72.0042396313364,3.926,warm,1,tabular_006071
75,8644.0,Unknown,Maison,822342.0,3.0,Google,0,697,1.5,Unknown,API,Olark Chat Conversation,Modified,2,Tiede,95.1344285053216,3.3440000000000003,warm,1,tabular_006072
74,6972.0,Unknown,Maison,597342.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,85.67728055077453,0.0,cold,0,tabular_006073
79,6599.0,Unknown,Studio,522960.0,4.0,Google,0,352,2.0,Unknown,API,Page Visited on Website,Page Visited on Website,1,Froid,79.24837096529777,3.3040000000000003,cold,0,tabular_006074
69,4245.0,Unemployed,Terrain,375516.0,0.0,Olark Chat,1,0,0.0,Select,API,Email Opened,Email Opened,2,Tiede,88.460777385159,0.0,warm,1,tabular_006075
78,8137.0,Unknown,Maison,996434.0,1.0,Direct Traffic,0,1110,1.0,Other Cities of Maharashtra,Landing Page Submission,Email Bounced,Modified,2,Tiede,122.45717094752364,3.0200000000000005,warm,1,tabular_006076
57,2500.0,Unemployed,Villa,295458.0,1.0,Direct Traffic,0,1256,1.0,Other Metro Cities,Landing Page Submission,Email Bounced,Modified,1,Froid,118.1832,3.3120000000000003,cold,0,tabular_006077
55,8913.0,Unknown,Studio,538670.0,2.0,Direct Traffic,0,1305,2.0,Other Cities,Landing Page Submission,Email Opened,Email Opened,3,Tiede,60.43644115337148,4.210000000000001,warm,1,tabular_006078
60,8861.0,Unknown,Maison,575484.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Modified,2,Tiede,64.94571718767634,0.0,warm,1,tabular_006079
80,8115.0,Unknown,Terrain,396834.0,3.0,Organic Search,0,206,3.0,Thane & Outskirts,Landing Page Submission,Converted to Lead,Modified,3,Tiede,48.90129390018484,2.812,warm,1,tabular_006080
36,2854.0,Unemployed,Terrain,420095.0,5.0,Direct Traffic,0,1099,2.5,Other Metro Cities,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,147.1951646811493,5.448,warm,1,tabular_006081
67,3806.0,Unemployed,Maison,260960.0,6.0,Organic Search,0,30,6.0,Other Metro Cities,Landing Page Submission,Email Opened,Email Opened,3,Tiede,68.56542301629007,4.859999999999999,warm,1,tabular_006082
50,2500.0,Unemployed,Studio,443989.0,17.0,Direct Traffic,0,1103,4.25,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,177.5956,11.981,warm,1,tabular_006083
30,3225.0,Unemployed,Appartement,135000.0,0.0,Olark Chat,0,0,0.0,Select,API,Olark Chat Conversation,Modified,1,Froid,41.86046511627907,0.0,cold,0,tabular_006084
79,6529.0,Unknown,Maison,728016.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,0,Froid,111.50497779139224,0.0,cold,0,tabular_006085
60,2500.0,Unemployed,Terrain,399004.0,6.0,Direct Traffic,1,1131,6.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,159.6016,7.061999999999999,hot,2,tabular_006086
66,2500.0,Unemployed,Appartement,169780.0,3.0,Direct Traffic,0,34,3.0,Mumbai,API,Email Opened,Email Opened,2,Tiede,67.912,2.468,warm,1,tabular_006087
53,5647.0,Unknown,Studio,519708.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Bounced,Modified,1,Froid,92.0325836727466,0.0,cold,0,tabular_006088
27,2500.0,Unemployed,Terrain,230000.0,8.0,Google,1,890,8.0,Select,API,SMS Sent,SMS Sent,4,Chaud,92.0,8.18,hot,2,tabular_006089
23,2500.0,Unemployed,Studio,434896.0,3.0,Direct Traffic,0,96,1.5,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,0,Froid,173.9584,2.142,cold,0,tabular_006090
74,8277.0,Unknown,Maison,381789.0,2.0,Direct Traffic,0,1948,2.0,Unknown,Landing Page Submission,Email Bounced,Modified,3,Tiede,46.1264951069228,5.496,warm,1,tabular_006091
18,7637.0,Unknown,Studio,444015.0,6.0,Organic Search,1,1297,2.0,Other Metro Cities,Landing Page Submission,Email Opened,Email Opened,4,Chaud,58.13997643053555,6.194000000000001,hot,2,tabular_006092
88,6323.0,Unknown,Terrain,346100.0,4.0,Direct Traffic,0,2207,4.0,Other Cities of Maharashtra,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,54.73667562865728,7.614000000000001,warm,1,tabular_006093
75,5509.0,Unknown,Maison,420915.0,3.0,Google,0,414,1.5,Unknown,API,SMS Sent,Modified,1,Froid,76.40497367943365,2.778,cold,0,tabular_006094
38,2610.0,Unemployed,Terrain,284988.0,3.0,Google,1,1742,3.0,Thane & Outskirts,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,109.19080459770116,5.884,warm,1,tabular_006095
73,2500.0,Unemployed,Terrain,332310.0,4.0,Google,1,1779,4.0,Mumbai,Landing Page Submission,Page Visited on Website,Modified,3,Tiede,132.924,6.758,warm,1,tabular_006096
37,8722.0,Unknown,Appartement,963470.0,2.0,Organic Search,1,1309,2.0,Unknown,API,SMS Sent,SMS Sent,3,Tiede,110.46434304058702,4.218,warm,1,tabular_006097
