Age,Salaire_Mensuel,Profession,Type_de_Bien,Budget_Cible,Nb_Visites_Site,Source_Lead,Target,Total Time Spent on Website,Page Views Per Visit,City,Lead Origin,Last Activity,Last Notable Activity,Score_Lead,Target_Multiclasse,Ratio_Budget_Salaire,Score_Engagement
83,7975.0,Unknown,Studio,420500.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Bounced,Modified,1,Froid,52.72727272727273,0.0
58,5892.0,Unknown,Villa,388143.0,2.0,Direct Traffic,0,1343,2.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,65.87627291242363,4.286
62,2500.0,Unemployed,Studio,183751.0,3.0,Olark Chat,1,62,3.0,Mumbai,API,Email Opened,Modified,3,Tiede,73.5004,2.524
32,4463.0,Unemployed,Maison,127500.0,10.0,Direct Traffic,1,151,3.33,Mumbai,Landing Page Submission,SMS Sent,Modified,4,Chaud,28.568227649563074,6.301
20,13509.61,Working Professional,Maison,674700.0,4.0,Google,0,245,4.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,3,Tiede,49.942226311492334,3.6900000000000004
28,7412.0,Unknown,Maison,962844.0,1.0,Olark Chat,0,284,1.0,Unknown,API,Page Visited on Website,Page Visited on Website,0,Froid,129.90339989206691,1.3679999999999999
70,3895.0,Unemployed,Maison,280155.0,5.0,Organic Search,0,227,5.0,Other Metro Cities,Landing Page Submission,Email Opened,Email Opened,3,Tiede,71.92682926829268,4.454
63,5549.0,Unknown,Studio,734184.0,4.0,Direct Traffic,0,266,4.0,Other Metro Cities,Landing Page Submission,Email Opened,Email Opened,1,Froid,132.3092449089926,3.732
47,8463.0,Unknown,Appartement,438536.0,3.0,Google,0,320,3.0,Mumbai,Landing Page Submission,Form Submitted on Website,Modified,3,Tiede,51.81803143093466,3.04
74,4676.0,Unemployed,Villa,287500.0,3.0,Direct Traffic,0,176,3.0,Mumbai,Landing Page Submission,Email Opened,Modified,2,Tiede,61.48417450812661,2.752
35,4991.0,Unemployed,Villa,238080.0,4.0,Google,0,374,4.0,Mumbai,Landing Page Submission,Email Opened,Modified,2,Tiede,47.701863354037265,3.9480000000000004
68,2896.0,Unemployed,Terrain,470208.0,6.0,Google,0,1236,6.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,3,Tiede,162.3646408839779,7.272
65,6550.0,Unknown,Maison,768426.0,4.0,Google,0,76,4.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,1,Froid,117.3169465648855,3.3520000000000003
83,8515.0,Unknown,Maison,786604.0,3.0,Direct Traffic,1,1146,3.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,5,Chaud,92.37862595419847,4.692
25,2500.0,Unemployed,Maison,431000.0,3.0,Google,1,262,3.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,172.4,2.924
39,3292.0,Unemployed,Appartement,265356.0,2.0,Organic Search,0,250,2.0,Other Cities,Landing Page Submission,Converted to Lead,Modified,1,Froid,80.60631834750912,2.1
23,4844.0,Unemployed,Maison,260820.0,6.0,Google,1,596,2.0,Select,API,Email Opened,Email Opened,3,Tiede,53.84393063583815,4.792
74,8564.0,Unknown,Terrain,649992.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,2,Tiede,75.89817842129845,0.0
53,4196.0,Unemployed,Terrain,263697.0,2.0,Google,0,1252,2.0,Select,API,Email Opened,Email Opened,2,Tiede,62.84485224022879,4.104
74,2863.0,Unemployed,Appartement,142500.0,0.0,Olark Chat,0,0,0.0,Select,API,Email Opened,Email Opened,1,Froid,49.77296542088718,0.0
66,7848.0,Unknown,Maison,950880.0,2.0,Google,1,795,1.0,Unknown,API,SMS Sent,SMS Sent,1,Froid,121.16207951070336,2.89
62,4836.0,Unemployed,Studio,241627.0,0.0,Olark Chat,1,0,0.0,Select,API,Email Opened,Email Opened,2,Tiede,49.964226633581475,0.0
83,7065.0,Unknown,Studio,572009.0,3.0,Direct Traffic,0,151,1.5,Other Metro Cities,Landing Page Submission,Email Opened,Email Opened,1,Froid,80.96376503892428,2.252
62,3713.0,Unemployed,Villa,266943.0,2.0,Google,1,1450,2.0,Thane & Outskirts,API,Email Opened,Email Opened,3,Tiede,71.89415566927013,4.5
37,7863.0,Unknown,Appartement,559671.0,3.0,Direct Traffic,1,187,3.0,Other Metro Cities,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,71.17779473483404,2.774
81,2500.0,Unemployed,Studio,159840.0,2.0,Direct Traffic,0,848,2.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,1,Froid,63.936,3.2960000000000003
84,6519.0,Unknown,Villa,874888.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,0,Froid,134.205859794447,0.0
20,2784.0,Unemployed,Terrain,308279.0,3.0,Google,1,1353,3.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,110.73239942528735,5.106
71,2500.0,Unemployed,Villa,295878.0,2.0,Organic Search,0,297,2.0,Other Cities of Maharashtra,Landing Page Submission,Converted to Lead,Modified,0,Froid,118.3512,2.194
81,4030.0,Unemployed,Maison,300900.0,0.0,Olark Chat,1,0,0.0,Select,API,SMS Sent,SMS Sent,2,Tiede,74.6650124069479,0.0
57,13509.61,Working Professional,Maison,560820.0,4.0,Direct Traffic,1,949,2.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,41.51267135024623,4.498
76,3369.0,Unemployed,Terrain,127500.0,2.0,Google,0,138,1.0,Select,API,Email Opened,Email Opened,1,Froid,37.845057880676755,1.576
72,8772.0,Unknown,Appartement,401217.0,3.0,Direct Traffic,0,138,3.0,Other Cities of Maharashtra,Landing Page Submission,Email Opened,Email Opened,3,Tiede,45.73837209302326,2.6759999999999997
79,3769.0,Unemployed,Maison,299620.0,3.0,Direct Traffic,1,1049,3.0,Other Cities,Landing Page Submission,Unreachable,Modified,4,Chaud,79.49588750331652,4.498
21,2500.0,Unemployed,Maison,593640.0,4.0,Organic Search,0,23,2.0,Select,API,Email Opened,Email Opened,0,Froid,237.456,2.646
77,2500.0,Unemployed,Villa,231451.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,2,Tiede,92.5804,0.0
47,6125.0,Unknown,Villa,664332.0,3.0,Google,0,366,3.0,Mumbai,Landing Page Submission,Page Visited on Website,Modified,1,Froid,108.46236734693878,3.132
19,2500.0,Unemployed,Villa,378063.0,3.0,Direct Traffic,1,139,3.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,2,Tiede,151.2252,2.678
79,2500.0,Unemployed,Studio,275326.0,0.0,Reference,0,0,0.0,Mumbai,Lead Add Form,Email Opened,Modified,0,Froid,110.1304,0.0
66,8773.0,Unknown,Terrain,505600.0,4.0,Google,0,1623,4.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,4,Chaud,57.63136897298529,6.446000000000001
26,4542.0,Unemployed,Appartement,244650.0,2.0,Direct Traffic,1,1271,2.0,Thane & Outskirts,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,53.863936591809775,4.142
48,6514.0,Unknown,Villa,726580.0,15.0,Direct Traffic,0,415,7.5,Mumbai,Landing Page Submission,Page Visited on Website,Modified,2,Tiede,111.54129567086275,10.58
78,13194.0,Working Professional,Appartement,966075.0,5.0,Direct Traffic,1,185,2.5,Mumbai,Landing Page Submission,Email Opened,Email Opened,4,Chaud,73.22078217371532,3.62
65,8805.0,Unknown,Villa,598213.0,8.0,Organic Search,0,164,8.0,Other Cities,Landing Page Submission,Email Opened,Email Opened,4,Chaud,67.94014764338444,6.728000000000001
42,8712.0,Unknown,Maison,299160.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Bounced,Modified,2,Tiede,34.33884297520661,0.0
53,4255.0,Unemployed,Appartement,216477.0,2.0,Google,0,451,2.0,Mumbai,Landing Page Submission,Converted to Lead,Modified,1,Froid,50.875910693301996,2.5020000000000002
25,3021.0,Unemployed,Studio,160000.0,4.0,Direct Traffic,0,298,4.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,52.962595167163194,3.7960000000000003
90,7078.0,Unknown,Villa,687622.0,9.0,Organic Search,0,1211,3.0,Other Cities,Landing Page Submission,Email Opened,Email Opened,4,Chaud,97.1491946877649,7.822000000000001
75,6580.0,Unknown,Terrain,394146.0,6.0,Google,1,320,3.0,Mumbai,Landing Page Submission,Page Visited on Website,Page Visited on Website,4,Chaud,59.900607902735565,4.54
62,12027.0,Working Professional,Maison,1123246.0,4.0,Google,1,1014,2.0,Select,API,Page Visited on Website,Page Visited on Website,4,Chaud,93.393697513927,4.628
79,4713.0,Unemployed,Villa,221591.0,0.0,Welingak Website,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,2,Tiede,47.01697432633142,0.0
56,6221.0,Unknown,Appartement,722655.0,2.0,Google,1,1277,2.0,Unknown,API,Email Opened,Modified,2,Tiede,116.16380003214917,4.154
75,3107.0,Unemployed,Villa,300672.0,9.0,Organic Search,1,1310,4.5,Select,API,SMS Sent,SMS Sent,5,Chaud,96.77244930801416,8.469999999999999
81,3259.0,Unemployed,Maison,183348.0,4.0,Organic Search,1,1264,2.0,Tier II Cities,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,56.25897514575023,5.128
61,7062.0,Unknown,Terrain,619400.0,7.0,Google,1,146,3.5,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,87.70886434437837,4.842
46,2500.0,Unemployed,Terrain,431178.0,0.0,Olark Chat,0,0,0.0,Select,API,Email Opened,Email Opened,0,Froid,172.4712,0.0
76,3653.0,Unemployed,Terrain,450688.0,2.0,Direct Traffic,0,326,2.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,0,Froid,123.37476047084589,2.2520000000000002
88,2500.0,Unemployed,Maison,199045.0,10.0,Direct Traffic,0,1448,5.0,Select,Landing Page Submission,Email Opened,Email Opened,4,Chaud,79.618,9.396
26,10714.0,Working Professional,Villa,1383113.0800000003,3.0,Organic Search,1,99,3.0,Select,API,SMS Sent,SMS Sent,3,Tiede,129.09399663991042,2.598
23,6594.0,Unknown,Maison,558530.0,4.0,Google,0,326,4.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,84.70276008492569,3.8520000000000003
46,2500.0,Unemployed,Maison,290563.0,7.0,Organic Search,1,1087,7.0,Other Cities of Maharashtra,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,116.2252,7.773999999999999
75,7295.0,Unknown,Villa,922170.0,2.0,Google,0,47,2.0,Unknown,API,Converted to Lead,Modified,0,Froid,126.41124057573681,1.6940000000000002
34,8421.0,Unknown,Studio,432828.0,4.0,Google,0,239,4.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,3,Tiede,51.39864624153901,3.6780000000000004
33,6751.0,Unknown,Terrain,734526.0,0.0,Olark Chat,0,0,0.0,Unknown,API,SMS Sent,SMS Sent,0,Froid,108.80254777070064,0.0
20,11602.0,Working Professional,Appartement,615608.0,5.0,Google,1,1455,5.0,Other Cities of Maharashtra,Landing Page Submission,Olark Chat Conversation,Olark Chat Conversation,6,Chaud,53.06050680917083,6.91
38,2500.0,Unemployed,Appartement,274565.0,5.0,Google,1,987,2.5,Other Metro Cities,Landing Page Submission,Email Opened,Email Opened,2,Tiede,109.826,5.224
81,2500.0,Unemployed,Villa,266288.0,2.0,Direct Traffic,0,334,2.0,Other Metro Cities,Landing Page Submission,Email Opened,Email Opened,0,Froid,106.5152,2.2680000000000002
53,4441.0,Unemployed,Appartement,302680.0,2.0,Direct Traffic,1,528,2.0,Thane & Outskirts,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,68.15582076108984,2.656
79,5745.0,Unknown,Studio,616000.0,0.0,Olark Chat,1,0,0.0,Unknown,API,Email Opened,Email Opened,1,Froid,107.2236727589208,0.0
59,5771.0,Unknown,Maison,493056.0,1.0,Direct Traffic,0,773,1.0,Mumbai,Landing Page Submission,Converted to Lead,Modified,1,Froid,85.4368393692601,2.346
59,7530.0,Unknown,Terrain,552987.0,4.0,Direct Traffic,0,190,2.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,1,Froid,73.43784860557768,2.98
78,10902.0,Working Professional,Appartement,943920.0,0.0,Olark Chat,0,0,0.0,Select,API,Email Opened,Email Opened,2,Tiede,86.58227848101266,0.0
30,8687.0,Unknown,Appartement,494076.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,2,Tiede,56.87533095429953,0.0
28,6965.0,Unknown,Villa,915920.0,4.0,Google,0,34,4.0,Mumbai,Landing Page Submission,Olark Chat Conversation,Modified,1,Froid,131.5032304379038,3.2680000000000002
71,2695.0,Unemployed,Villa,297696.0,2.0,Direct Traffic,0,1236,2.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,1,Froid,110.46233766233766,4.072
33,8587.0,Unknown,Maison,692988.0,2.0,Google,0,91,1.0,Unknown,API,Email Opened,Email Opened,2,Tiede,80.70199138232212,1.482
25,4508.0,Unemployed,Terrain,387364.0,8.0,Google,0,310,2.67,Thane & Outskirts,Landing Page Submission,Page Visited on Website,Page Visited on Website,2,Tiede,85.92812777284827,5.421
76,8445.0,Unknown,Appartement,698394.0,4.0,Organic Search,0,645,4.0,Other Cities,Landing Page Submission,Email Opened,Modified,3,Tiede,82.69911190053286,4.49
74,6579.0,Unknown,Maison,655800.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,99.68080255357957,0.0
57,7114.0,Unknown,Terrain,556936.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,78.28732077593477,0.0
76,6626.0,Unknown,Maison,328955.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Link Clicked,Modified,1,Froid,49.64609115605192,0.0
19,2500.0,Unemployed,Appartement,207500.0,1.0,Direct Traffic,0,49,1.0,Mumbai,Landing Page Submission,Converted to Lead,Modified,1,Froid,83.0,0.898
27,3016.0,Student,Villa,527835.0,2.0,Direct Traffic,0,79,2.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,0,Froid,175.0116047745358,1.758
61,4165.0,Unemployed,Villa,343064.0,8.0,Direct Traffic,1,598,2.0,Other Cities,Landing Page Submission,Email Opened,Email Opened,3,Tiede,82.36830732292917,5.795999999999999
28,6801.0,Unknown,Villa,404922.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Email Opened,1,Froid,59.53859726510807,0.0
19,2500.0,Unemployed,Studio,545664.0,4.0,Direct Traffic,0,492,4.0,Other Metro Cities,Landing Page Submission,Page Visited on Website,Modified,1,Froid,218.2656,4.184
67,2500.0,Unemployed,Maison,287500.0,2.0,Direct Traffic,0,160,2.0,Other Cities,Landing Page Submission,Email Opened,Email Opened,0,Froid,115.0,1.9200000000000002
29,2792.0,Unemployed,Appartement,159138.0,2.0,Google,0,191,2.0,Select,API,Email Opened,Email Opened,1,Froid,56.99785100286533,1.9820000000000002
40,3356.0,Unemployed,Maison,232740.0,7.0,Direct Traffic,1,1576,7.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,5,Chaud,69.35041716328963,8.751999999999999
35,2500.0,Unemployed,Villa,370605.0,0.0,Olark Chat,0,0,0.0,Select,API,SMS Sent,SMS Sent,0,Froid,148.242,0.0
79,3026.0,Unemployed,Maison,439078.0,1.0,Direct Traffic,0,273,1.0,Mumbai,Landing Page Submission,Converted to Lead,Modified,0,Froid,145.10178453403833,1.346
79,3524.0,Unemployed,Terrain,209406.0,9.0,Direct Traffic,1,351,1.8,Thane & Outskirts,Landing Page Submission,Email Link Clicked,Email Link Clicked,3,Tiede,59.4228149829739,5.742
55,7633.0,Unknown,Maison,536314.0,2.0,Direct Traffic,0,387,2.0,Mumbai,Landing Page Submission,Email Opened,Modified,1,Froid,70.26254421590463,2.374
84,2500.0,Unemployed,Studio,292056.0,0.0,Olark Chat,0,0,0.0,Select,API,Olark Chat Conversation,Modified,0,Froid,116.8224,0.0
55,11555.0,Working Professional,Studio,1093484.0,3.0,Google,1,130,3.0,Other Cities,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,94.63297273907399,2.66
84,2500.0,Unemployed,Villa,303705.0,7.0,Direct Traffic,0,255,2.33,Mumbai,Landing Page Submission,Page Visited on Website,Page Visited on Website,1,Froid,121.482,4.709
78,7598.0,Unknown,Appartement,751961.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Olark Chat Conversation,1,Froid,98.96828112661227,0.0
18,8650.0,Unknown,Terrain,676616.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,2,Tiede,78.22150289017341,0.0
62,2500.0,Unemployed,Appartement,267500.0,3.0,Direct Traffic,0,1625,3.0,Other Cities of Maharashtra,Landing Page Submission,Converted to Lead,Modified,2,Tiede,107.0,5.65
45,7141.0,Unknown,Appartement,668994.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Email Opened,1,Froid,93.6835177146058,0.0
38,6000.0,Unknown,Terrain,880720.0,2.0,Google,0,344,2.0,Unknown,API,Email Opened,Modified,0,Froid,146.78666666666666,2.2880000000000003
30,7623.0,Unknown,Studio,431453.0,5.0,Google,0,88,5.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,56.5988455988456,4.176
44,3863.0,Unemployed,Villa,268191.0,0.0,Olark Chat,0,0,0.0,Thane & Outskirts,API,Email Opened,Email Opened,1,Froid,69.42557597721978,0.0
24,3356.0,Unemployed,Maison,132500.0,0.0,Olark Chat,0,0,0.0,Select,API,Olark Chat Conversation,Modified,1,Froid,39.481525625744936,0.0
39,4944.0,Unemployed,Studio,205000.0,5.0,Google,0,406,5.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,41.46440129449838,4.812
70,4652.0,Unemployed,Villa,230000.0,0.0,Olark Chat,0,0,0.0,Thane & Outskirts,API,Olark Chat Conversation,Modified,1,Froid,49.44110060189166,0.0
21,12396.0,Working Professional,Studio,716068.0,2.0,Direct Traffic,1,1366,2.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,4,Chaud,57.76605356566635,4.332000000000001
40,3163.0,Unemployed,Terrain,297800.0,2.0,Google,0,45,2.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,1,Froid,94.15112235219728,1.6900000000000002
87,7218.0,Unknown,Appartement,544755.0,3.0,Google,1,886,1.5,Unknown,API,Page Visited on Website,Modified,2,Tiede,75.47173732335827,3.722
50,7278.0,Unknown,Terrain,711656.0,1.0,Google,0,1403,1.0,Mumbai,Landing Page Submission,Converted to Lead,Modified,2,Tiede,97.78180818906293,3.606
45,6196.0,Unknown,Maison,451512.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Email Opened,1,Froid,72.87153001936733,0.0
25,4557.0,Unemployed,Terrain,263610.0,0.0,Olark Chat,0,0,0.0,Select,API,Email Opened,Modified,1,Froid,57.84726793943384,0.0
18,6231.0,Unknown,Appartement,708939.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,0,Froid,113.77611940298507,0.0
54,6594.0,Unknown,Studio,510552.0,5.0,Google,1,1761,5.0,Mumbai,Landing Page Submission,Email Opened,Modified,5,Chaud,77.4267515923567,7.522
80,4516.0,Unemployed,Villa,316872.0,3.0,Referral Sites,0,536,3.0,Select,API,SMS Sent,SMS Sent,2,Tiede,70.16651904340124,3.472
39,4401.0,Unemployed,Maison,322605.0,4.0,Direct Traffic,0,234,4.0,Thane & Outskirts,Landing Page Submission,Email Link Clicked,Email Link Clicked,2,Tiede,73.30265848670757,3.668
87,4213.0,Unemployed,Studio,242500.0,4.0,Google,1,1266,4.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,4,Chaud,57.55993353904581,5.732
38,6151.0,Unknown,Villa,803249.0,3.0,Google,0,1272,3.0,Unknown,API,Converted to Lead,Modified,2,Tiede,130.58835961632255,4.944000000000001
52,2594.0,Unemployed,Appartement,284610.0,1.0,Direct Traffic,0,36,1.0,Mumbai,Landing Page Submission,Converted to Lead,Modified,0,Froid,109.71858134155744,0.872
22,5545.0,Unknown,Terrain,694672.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,0,Froid,125.27899008115419,0.0
77,2570.0,Unemployed,Studio,346346.0,4.0,Direct Traffic,1,116,4.0,Select,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,134.7649805447471,3.4320000000000004
63,2945.0,Unemployed,Villa,325892.0,17.0,Organic Search,0,91,3.6,Select,API,Page Visited on Website,Page Visited on Website,2,Tiede,110.65942275042445,9.762
67,7696.0,Unknown,Villa,809412.0,3.0,Direct Traffic,1,1277,3.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,3,Tiede,105.17307692307692,4.954000000000001
65,4457.0,Unemployed,Terrain,289710.0,4.0,Google,0,475,4.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,65.00112183082791,4.15
23,4701.0,Unemployed,Studio,362475.0,3.0,Organic Search,1,1625,3.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,4,Chaud,77.10593490746649,5.65
73,2500.0,Unemployed,Studio,376100.0,2.0,Google,1,727,2.0,Select,API,SMS Sent,SMS Sent,1,Froid,150.44,3.0540000000000003
76,3162.0,Unemployed,Appartement,340164.0,0.0,Olark Chat,0,0,0.0,Select,API,Email Opened,Email Opened,0,Froid,107.57874762808349,0.0
46,4424.0,Unemployed,Studio,350200.0,6.0,Organic Search,1,1073,2.0,Other Metro Cities,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,79.15913200723327,5.746
88,6465.0,Unknown,Terrain,470925.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Email Opened,1,Froid,72.84222737819026,0.0
35,7520.0,Unknown,Studio,472402.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,62.81941489361702,0.0
19,2500.0,Unemployed,Appartement,292500.0,3.0,Google,1,1399,3.0,Thane & Outskirts,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,117.0,5.198
25,3028.0,Unemployed,Villa,142500.0,4.0,Google,1,1136,4.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,4,Chaud,47.06076618229854,5.4719999999999995
71,4476.0,Unemployed,Studio,343850.0,0.0,Welingak Website,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,2,Tiede,76.82082216264521,0.0
55,8571.0,Unknown,Terrain,644472.0,4.0,Google,0,420,1.0,Unknown,API,Email Bounced,Modified,2,Tiede,75.1921596079804,3.1399999999999997
65,2500.0,Unemployed,Studio,297500.0,5.0,Direct Traffic,1,1320,5.0,Select,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,119.0,6.640000000000001
44,2500.0,Unemployed,Maison,260000.0,0.0,Olark Chat,1,0,0.0,Select,API,Email Opened,Email Opened,1,Froid,104.0,0.0
37,3791.0,Unemployed,Appartement,334880.0,6.0,Google,1,1069,6.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,5,Chaud,88.33553152202585,6.938
29,8021.0,Unknown,Villa,500080.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,2,Tiede,62.34634085525496,0.0
60,3929.0,Unemployed,Maison,305300.0,8.0,Google,0,221,4.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,3,Tiede,77.70425044540596,5.642
78,11626.0,Working Professional,Terrain,659228.0,2.0,Direct Traffic,1,1520,2.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,56.7029072767934,4.640000000000001
48,4036.0,Unemployed,Studio,244601.0,2.0,Google,0,694,1.0,Mumbai,Landing Page Submission,Unreachable,Modified,1,Froid,60.60480673934589,2.688
78,2560.0,Unemployed,Appartement,270000.0,3.0,Unknown,0,44,2.0,Select,Lead Add Form,Email Bounced,Modified,0,Froid,105.46875,2.188
84,3177.0,Unemployed,Studio,211050.0,3.0,Google,1,1137,1.5,Other Metro Cities,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,66.43059490084985,4.224
52,3043.0,Unemployed,Studio,147750.0,4.0,Google,0,74,4.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,2,Tiede,48.55405849490634,3.3480000000000003
32,4904.0,Unemployed,Studio,231984.0,1.0,Organic Search,0,299,1.0,Select,API,Converted to Lead,Modified,1,Froid,47.305057096247964,1.3980000000000001
33,2500.0,Unemployed,Studio,303750.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,1,Froid,121.5,0.0
30,7843.0,Unknown,Appartement,822864.0,2.0,Direct Traffic,1,1284,2.0,Other Metro Cities,Landing Page Submission,Email Opened,Modified,2,Tiede,104.91699604743083,4.168
52,2500.0,Unemployed,Maison,228052.0,0.0,Olark Chat,0,0,0.0,Select,API,Email Opened,Modified,1,Froid,91.2208,0.0
76,4407.0,Unemployed,Terrain,491400.0,2.0,Google,1,145,1.0,Select,API,SMS Sent,SMS Sent,1,Froid,111.50442477876106,1.59
38,6453.0,Unknown,Maison,601400.0,3.0,Direct Traffic,1,1218,1.5,Mumbai,Landing Page Submission,Email Opened,Email Opened,3,Tiede,93.1969626530296,4.386
71,13077.0,Working Professional,Appartement,1322155.0,2.0,Direct Traffic,1,1439,2.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,3,Tiede,101.10537585073028,4.478
47,3348.0,Unemployed,Terrain,233740.0,0.0,Olark Chat,0,0,0.0,Select,API,Email Opened,Email Opened,1,Froid,69.81481481481481,0.0
65,4654.0,Unemployed,Villa,288150.0,3.0,Direct Traffic,0,4,3.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,61.914482165878816,2.408
52,2500.0,Unemployed,Maison,285000.0,3.0,Google,0,1054,3.0,Mumbai,API,Email Opened,Modified,2,Tiede,114.0,4.508
55,5787.0,Unknown,Appartement,758569.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Email Opened,0,Froid,131.0815621219976,0.0
48,2500.0,Unemployed,Appartement,311103.0,4.0,Google,1,734,4.0,Mumbai,API,SMS Sent,SMS Sent,2,Tiede,124.4412,4.668
41,3543.0,Unemployed,Appartement,280000.0,0.0,Olark Chat,0,0,0.0,Select,API,Olark Chat Conversation,Modified,1,Froid,79.02907140841096,0.0
66,2984.0,Unemployed,Terrain,277500.0,2.0,Google,1,957,2.0,Select,API,SMS Sent,SMS Sent,2,Tiede,92.99597855227881,3.5140000000000002
49,2500.0,Unemployed,Studio,300000.0,0.0,Unknown,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,1,Froid,120.0,0.0
72,2804.0,Unemployed,Villa,414728.0,5.0,Google,1,1224,1.67,Select,API,Page Visited on Website,Modified,3,Tiede,147.9058487874465,5.449
75,4279.0,Unemployed,Terrain,252500.0,4.0,Google,0,127,2.0,Mumbai,API,Email Opened,Email Opened,1,Froid,59.009114279037156,2.854
20,7477.0,Unknown,Terrain,835620.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,0,Froid,111.75872676207035,0.0
86,2982.0,Unemployed,Maison,127500.0,0.0,Olark Chat,0,0,0.0,Select,API,Olark Chat Conversation,Modified,1,Froid,42.756539235412475,0.0
27,7324.0,Unknown,Villa,731864.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Email Opened,1,Froid,99.92681594756964,0.0
42,5843.0,Unknown,Appartement,440413.0,7.0,Direct Traffic,1,543,3.5,Mumbai,Landing Page Submission,Email Opened,Email Opened,4,Chaud,75.37446517200068,5.636
