split,prospect_id,video_id,label
train,tabular_008641,hot_14,
train,tabular_006146,cold_03,
train,tabular_001224,hot_23,
train,tabular_005804,vid29,
train,tabular_007969,vid26,
train,tabular_000809,vid17,
train,tabular_000450,cold_06,
train,tabular_000867,vid13,
train,tabular_007803,cold_18,
train,tabular_008877,cold_10,
train,tabular_004640,cold_02,
train,tabular_007622,vid35,
train,tabular_002659,vid31,
train,tabular_003063,vid21,
train,tabular_001379,cold_21,
train,tabular_005583,cold_22,
train,tabular_006063,vid1,
train,tabular_003272,vid23,
train,tabular_008623,vid20,
train,tabular_002753,cold_33,
train,tabular_007313,cold_35,
train,tabular_004358,cold_12,
train,tabular_002927,hot_11,
train,tabular_002223,cold_15,
train,tabular_000350,cold_03,
train,tabular_000469,cold_12,
train,tabular_007602,cold_05,
train,tabular_002539,vid34,
train,tabular_006941,cold_16,
train,tabular_004175,cold_24,
train,tabular_005552,vid6,
train,tabular_000903,hot_04,
train,tabular_001311,vid15,
train,tabular_008695,vid20,
train,tabular_003264,cold_26,
train,tabular_004365,vid23,
train,tabular_009013,vid26,
train,tabular_005397,vid27,
train,tabular_001929,vid15,
train,tabular_001648,vid34,
train,tabular_004845,hot_21,
train,tabular_006837,hot_18,
train,tabular_005454,hot_15,
train,tabular_004511,vid31,
train,tabular_004429,hot_30,
train,tabular_001634,cold_32,
train,tabular_001810,hot_21,
train,tabular_002581,hot_33,
train,tabular_003482,vid25,
train,tabular_004284,vid16,
train,tabular_003611,vid17,
train,tabular_005039,vid16,
train,tabular_006369,vid12,
train,tabular_003728,vid6,
train,tabular_001299,cold_30,
train,tabular_007843,vid27,
train,tabular_005289,vid5,
train,tabular_005994,cold_11,
train,tabular_004016,vid31,
train,tabular_000620,hot_28,
train,tabular_006027,vid26,
train,tabular_005118,cold_05,
train,tabular_001610,hot_26,
train,tabular_005985,vid7,
train,tabular_001355,cold_13,
train,tabular_005402,vid29,
train,tabular_001426,hot_18,
train,tabular_008908,vid24,
train,tabular_003144,cold_13,
train,tabular_008467,vid10,
train,tabular_001727,vid14,
train,tabular_001231,vid10,
train,tabular_006332,cold_18,
train,tabular_007182,vid32,
train,tabular_004017,hot_28,
train,tabular_005425,vid9,
train,tabular_009031,hot_22,
train,tabular_000204,vid9,
train,tabular_008927,cold_33,
train,tabular_005508,cold_32,
train,tabular_004753,vid28,
train,tabular_007027,cold_27,
train,tabular_007996,vid1,
train,tabular_002905,vid9,
train,tabular_002308,hot_26,
train,tabular_007426,cold_07,
train,tabular_007332,vid32,
train,tabular_008212,vid22,
train,tabular_002548,hot_27,
train,tabular_008690,cold_34,
train,tabular_000706,cold_30,
train,tabular_003621,vid23,
train,tabular_003241,vid13,
train,tabular_006593,cold_24,
train,tabular_005414,vid35,
train,tabular_005698,vid6,
train,tabular_005465,cold_15,
train,tabular_005124,vid21,
train,tabular_003767,vid29,
train,tabular_008452,vid34,
train,tabular_004973,cold_24,
train,tabular_001538,vid18,
train,tabular_003167,hot_09,
train,tabular_006882,vid12,
train,tabular_008639,vid28,
train,tabular_003016,vid28,
train,tabular_005840,vid13,
train,tabular_006867,vid4,
train,tabular_004109,vid6,
train,tabular_008351,vid15,
train,tabular_006849,cold_17,
train,tabular_006286,vid11,
train,tabular_004709,hot_01,
train,tabular_006838,vid20,
train,tabular_002040,cold_27,
train,tabular_000142,vid17,
train,tabular_007483,vid9,
train,tabular_001683,vid23,
train,tabular_000135,vid11,
train,tabular_003124,vid22,
train,tabular_001144,cold_35,
train,tabular_004874,hot_30,
train,tabular_001768,vid4,
train,tabular_007497,hot_11,
train,tabular_007458,vid27,
train,tabular_001086,vid17,
train,tabular_006528,cold_31,
train,tabular_007341,vid7,
train,tabular_004375,hot_25,
train,tabular_006480,cold_10,
train,tabular_004380,hot_26,
train,tabular_007868,cold_09,
train,tabular_007340,vid6,
train,tabular_000054,vid34,
train,tabular_001113,vid3,
train,tabular_004811,vid29,
train,tabular_003542,cold_20,
train,tabular_008581,cold_32,
train,tabular_005121,vid19,
train,tabular_003644,vid30,
train,tabular_005262,vid25,
train,tabular_001762,vid32,
train,tabular_004193,cold_30,
train,tabular_003680,vid16,
train,tabular_005222,hot_12,
train,tabular_009041,vid8,
train,tabular_005022,vid8,
train,tabular_000668,cold_18,
train,tabular_002797,vid8,
train,tabular_005417,cold_33,
train,tabular_001973,cold_03,
train,tabular_004929,vid27,
train,tabular_006894,cold_33,
train,tabular_006019,cold_23,
train,tabular_002057,cold_31,
train,tabular_001970,vid6,
train,tabular_003666,hot_06,
train,tabular_007284,cold_20,
train,tabular_007569,cold_27,
train,tabular_003980,cold_21,
train,tabular_000197,cold_25,
train,tabular_001560,vid26,
train,tabular_007842,cold_02,
train,tabular_000102,vid24,
train,tabular_007799,vid15,
train,tabular_003123,cold_35,
train,tabular_000083,vid15,
train,tabular_003944,cold_05,
train,tabular_002887,hot_04,
train,tabular_003227,cold_07,
train,tabular_004416,vid2,
train,tabular_008207,hot_25,
train,tabular_000085,hot_17,
train,tabular_001717,vid10,
train,tabular_009174,cold_31,
train,tabular_001254,cold_14,
train,tabular_008461,vid7,
train,tabular_003057,vid2,
train,tabular_006598,cold_28,
train,tabular_008852,vid30,
train,tabular_005040,cold_05,
train,tabular_006523,cold_29,
train,tabular_000969,vid28,
train,tabular_003953,hot_13,
train,tabular_005107,cold_33,
train,tabular_002402,vid27,
train,tabular_008577,vid29,
train,tabular_005814,cold_33,
train,tabular_005458,vid23,
train,tabular_001993,cold_09,
train,tabular_008170,vid14,
train,tabular_005277,cold_25,
train,tabular_000399,cold_22,
train,tabular_002573,vid17,
train,tabular_007290,vid14,
train,tabular_002352,vid30,
train,tabular_004489,hot_04,
train,tabular_005898,cold_09,
train,tabular_008875,vid7,
train,tabular_002596,vid29,
train,tabular_008171,vid15,
train,tabular_000748,vid19,
train,tabular_005863,hot_32,
train,tabular_003111,vid18,
train,tabular_006955,cold_23,
train,tabular_007754,vid21,
train,tabular_002359,vid35,
train,tabular_002856,vid14,
train,tabular_006917,cold_08,
train,tabular_005608,cold_32,
train,tabular_005207,hot_10,
train,tabular_005147,hot_03,
train,tabular_004342,vid13,
train,tabular_004196,vid1,
train,tabular_007119,cold_26,
train,tabular_005909,cold_16,
train,tabular_005779,cold_26,
train,tabular_003943,vid6,
train,tabular_008342,cold_11,
train,tabular_008975,vid15,
train,tabular_007811,vid17,
train,tabular_004679,vid2,
train,tabular_007630,cold_18,
train,tabular_003965,vid12,
train,tabular_002698,cold_15,
train,tabular_003848,hot_34,
train,tabular_001858,vid14,
train,tabular_002860,vid18,
train,tabular_009023,vid31,
train,tabular_001745,hot_07,
train,tabular_001154,cold_05,
train,tabular_008691,cold_35,
train,tabular_001748,vid25,
train,tabular_002682,vid17,
train,tabular_003106,cold_27,
train,tabular_005350,hot_32,
train,tabular_006729,hot_33,
train,tabular_000789,hot_13,
train,tabular_003333,vid2,
train,tabular_001834,vid34,
train,tabular_007610,cold_08,
train,tabular_000710,vid3,
train,tabular_001405,hot_12,
train,tabular_007434,vid18,
train,tabular_005388,vid21,
train,tabular_002911,vid11,
train,tabular_003043,cold_10,
train,tabular_009227,cold_16,
train,tabular_007557,hot_24,
train,tabular_006398,cold_08,
train,tabular_004089,hot_04,
train,tabular_006117,cold_27,
train,tabular_008980,vid18,
train,tabular_002197,hot_10,
train,tabular_001371,vid8,
train,tabular_005305,vid14,
train,tabular_006244,vid26,
train,tabular_009080,cold_26,
train,tabular_005642,vid15,
train,tabular_004003,vid25,
train,tabular_003590,hot_30,
train,tabular_004873,vid27,
train,tabular_002765,vid27,
train,tabular_004497,vid24,
train,tabular_001928,vid14,
train,tabular_002645,vid24,
train,tabular_008766,cold_34,
train,tabular_004606,cold_24,
train,tabular_006343,cold_24,
train,tabular_008421,vid14,
train,tabular_002509,hot_20,
train,tabular_002420,vid4,
train,tabular_006804,cold_02,
train,tabular_004557,hot_18,
train,tabular_004771,vid35,
train,tabular_003497,vid4,
train,tabular_000772,vid30,
train,tabular_002394,vid20,
train,tabular_002816,vid21,
train,tabular_000172,vid27,
train,tabular_001880,vid22,
train,tabular_004406,cold_28,
train,tabular_003087,vid8,
train,tabular_003843,cold_26,
train,tabular_002825,hot_24,
train,tabular_009135,vid10,
train,tabular_008334,vid9,
train,tabular_006470,cold_05,
train,tabular_002044,hot_19,
train,tabular_005161,vid6,
train,tabular_007668,vid21,
train,tabular_000411,cold_28,
train,tabular_002336,vid20,
train,tabular_008846,cold_31,
train,tabular_001080,vid13,
train,tabular_002118,cold_19,
train,tabular_000343,vid18,
train,tabular_006556,cold_07,
train,tabular_003440,hot_06,
train,tabular_001764,vid35,
train,tabular_005024,vid1,
train,tabular_005208,vid27,
train,tabular_003726,vid5,
train,tabular_007094,hot_15,
train,tabular_002050,vid10,
train,tabular_001671,vid19,
train,tabular_000317,vid8,
train,tabular_007375,vid23,
train,tabular_009111,cold_06,
train,tabular_000143,hot_30,
train,tabular_000427,vid23,
train,tabular_001725,cold_26,
train,tabular_005027,hot_24,
train,tabular_005919,cold_19,
train,tabular_006930,vid5,
train,tabular_007743,hot_08,
train,tabular_006197,cold_24,
train,tabular_007236,vid23,
train,tabular_003570,vid35,
train,tabular_006096,vid29,
train,tabular_005512,vid15,
train,tabular_007424,vid14,
train,tabular_007714,vid8,
train,tabular_002114,hot_31,
train,tabular_003325,cold_17,
train,tabular_004322,vid35,
train,tabular_001001,vid11,
train,tabular_003203,cold_35,
train,tabular_000707,cold_31,
train,tabular_003538,cold_18,
train,tabular_000951,vid17,
train,tabular_001198,vid29,
train,tabular_001640,cold_01,
train,tabular_005562,vid11,
train,tabular_004806,cold_18,
train,tabular_005068,cold_13,
train,tabular_000234,vid25,
train,tabular_007631,vid7,
train,tabular_003224,vid6,
train,tabular_005576,cold_20,
train,tabular_002608,cold_26,
train,tabular_000180,vid31,
train,tabular_005020,hot_23,
train,tabular_002029,cold_22,
train,tabular_002026,cold_21,
train,tabular_007108,cold_22,
train,tabular_008376,hot_16,
train,tabular_003525,vid17,
train,tabular_000356,cold_06,
train,tabular_001425,hot_17,
train,tabular_001115,vid30,
train,tabular_000615,cold_33,
train,tabular_002192,cold_05,
train,tabular_007411,cold_02,
train,tabular_003637,cold_31,
train,tabular_006389,cold_04,
train,tabular_000571,hot_24,
train,tabular_002444,vid14,
train,tabular_000894,vid23,
train,tabular_004455,vid9,
train,tabular_005726,cold_08,
train,tabular_003989,cold_24,
train,tabular_000603,cold_29,
train,tabular_007166,vid25,
train,tabular_006322,vid24,
train,tabular_007629,cold_17,
train,tabular_001057,cold_32,
train,tabular_009055,hot_30,
train,tabular_008075,vid22,
train,tabular_000177,cold_17,
train,tabular_008688,hot_21,
train,tabular_006884,cold_30,
train,tabular_002267,hot_20,
train,tabular_009024,vid32,
train,tabular_004435,hot_31,
train,tabular_003148,vid3,
train,tabular_006134,cold_32,
train,tabular_006210,cold_31,
train,tabular_003999,hot_23,
train,tabular_005114,cold_03,
train,tabular_002027,hot_16,
train,tabular_003394,vid1,
train,tabular_005219,vid5,
train,tabular_001078,cold_04,
train,tabular_005887,cold_03,
train,tabular_006440,cold_29,
train,tabular_004588,cold_18,
train,tabular_002716,vid5,
train,tabular_001963,cold_35,
train,tabular_000503,hot_09,
train,tabular_002812,vid19,
train,tabular_001690,vid28,
train,tabular_007453,hot_35,
train,tabular_001483,cold_16,
train,tabular_005530,cold_35,
train,tabular_005950,cold_31,
train,tabular_004542,cold_04,
train,tabular_004993,hot_17,
train,tabular_005678,cold_22,
train,tabular_006285,vid10,
train,tabular_004099,cold_31,
train,tabular_000415,cold_31,
train,tabular_007871,vid12,
train,tabular_001395,cold_28,
train,tabular_007844,cold_03,
train,tabular_008759,cold_32,
train,tabular_008101,hot_14,
train,tabular_005732,cold_11,
train,tabular_000846,vid5,
train,tabular_001892,vid3,
train,tabular_007994,hot_09,
train,tabular_008227,hot_31,
train,tabular_005392,hot_07,
train,tabular_006457,vid17,
train,tabular_008928,cold_34,
train,tabular_006673,hot_20,
train,tabular_002275,vid27,
train,tabular_001687,vid26,
train,tabular_000744,cold_06,
train,tabular_004188,hot_25,
train,tabular_008465,vid9,
train,tabular_003609,hot_34,
train,tabular_002160,vid30,
train,tabular_001627,vid26,
train,tabular_000874,cold_11,
train,tabular_005563,vid12,
train,tabular_004961,vid12,
train,tabular_008451,cold_18,
train,tabular_004535,vid13,
train,tabular_008230,hot_33,
train,tabular_004817,hot_13,
train,tabular_001315,hot_32,
train,tabular_008263,vid11,
train,tabular_006746,cold_11,
train,tabular_006980,vid20,
train,tabular_007660,cold_32,
train,tabular_003547,cold_21,
train,tabular_001917,vid11,
train,tabular_007771,vid34,
train,tabular_008396,vid5,
train,tabular_007766,vid30,
train,tabular_001073,cold_01,
train,tabular_002544,cold_07,
train,tabular_000848,vid6,
train,tabular_007044,vid11,
train,tabular_005515,vid17,
train,tabular_005211,vid3,
train,tabular_004980,vid19,
train,tabular_008879,vid8,
train,tabular_000104,cold_31,
train,tabular_006755,hot_02,
train,tabular_002058,vid14,
train,tabular_002489,vid7,
train,tabular_004213,hot_30,
train,tabular_003021,vid31,
train,tabular_003472,vid20,
train,tabular_001749,hot_08,
train,tabular_007410,hot_28,
train,tabular_008693,cold_01,
train,tabular_007487,hot_08,
train,tabular_005882,cold_01,
train,tabular_004006,hot_25,
train,tabular_007395,vid30,
train,tabular_004145,vid2,
train,tabular_002912,vid12,
train,tabular_000921,cold_25,
train,tabular_007271,vid7,
train,tabular_004558,cold_07,
train,tabular_005658,vid21,
train,tabular_001310,cold_32,
train,tabular_007972,vid29,
train,tabular_005641,vid14,
train,tabular_007377,cold_22,
train,tabular_007522,hot_19,
train,tabular_003898,cold_22,
train,tabular_008761,vid19,
train,tabular_005061,vid28,
train,tabular_001817,cold_19,
train,tabular_000232,vid23,
train,tabular_004022,hot_30,
train,tabular_008567,vid22,
train,tabular_008603,vid9,
train,tabular_007932,vid11,
train,tabular_006356,vid4,
train,tabular_008164,cold_02,
train,tabular_002684,cold_12,
train,tabular_005427,vid10,
train,tabular_005825,cold_04,
train,tabular_001387,cold_25,
train,tabular_006275,cold_34,
train,tabular_001650,vid4,
train,tabular_004739,hot_04,
train,tabular_008559,cold_25,
train,tabular_001501,vid29,
train,tabular_002695,vid24,
train,tabular_003689,vid20,
train,tabular_000582,cold_14,
train,tabular_002290,hot_22,
train,tabular_001303,vid10,
train,tabular_004226,vid24,
train,tabular_008947,hot_07,
train,tabular_000012,hot_02,
train,tabular_005077,vid5,
train,tabular_004819,vid35,
train,tabular_001168,vid19,
train,tabular_005792,vid19,
train,tabular_006855,cold_20,
train,tabular_006198,hot_34,
train,tabular_001419,cold_32,
train,tabular_007541,vid3,
train,tabular_003840,hot_31,
train,tabular_000823,cold_30,
train,tabular_001818,vid24,
train,tabular_000141,vid16,
train,tabular_008367,vid22,
train,tabular_002886,vid30,
train,tabular_004924,vid23,
train,tabular_001409,hot_13,
train,tabular_008494,vid21,
train,tabular_000218,vid16,
train,tabular_006312,vid19,
train,tabular_003815,vid22,
train,tabular_000259,vid7,
train,tabular_009084,cold_30,
train,tabular_001983,hot_09,
train,tabular_003318,vid10,
train,tabular_005487,cold_25,
train,tabular_003826,cold_24,
train,tabular_001960,vid30,
train,tabular_006497,vid32,
train,tabular_009120,cold_11,
train,tabular_007998,vid10,
train,tabular_007334,hot_23,
train,tabular_006647,vid8,
train,tabular_006479,cold_09,
train,tabular_006088,cold_14,
train,tabular_005033,hot_26,
train,tabular_004611,hot_24,
train,tabular_002950,cold_17,
train,tabular_008412,hot_22,
train,tabular_005986,vid8,
train,tabular_005380,vid19,
train,tabular_005056,cold_09,
train,tabular_001937,vid20,
train,tabular_007306,cold_32,
train,tabular_002039,vid4,
train,tabular_002382,cold_33,
train,tabular_007317,vid24,
train,tabular_001969,vid5,
train,tabular_006434,vid1,
train,tabular_002609,vid5,
train,tabular_000474,vid16,
train,tabular_001162,vid16,
train,tabular_000073,cold_24,
train,tabular_001964,vid32,
train,tabular_001414,vid31,
train,tabular_009116,hot_07,
train,tabular_008069,vid18,
train,tabular_001722,hot_03,
train,tabular_003976,cold_20,
train,tabular_001058,cold_33,
train,tabular_000926,hot_06,
train,tabular_008362,vid19,
train,tabular_002254,vid15,
train,tabular_007420,hot_29,
train,tabular_002844,vid7,
train,tabular_005934,hot_07,
train,tabular_007468,cold_22,
train,tabular_003028,vid6,
train,tabular_008299,cold_30,
train,tabular_006975,cold_02,
train,tabular_008392,vid35,
train,tabular_006232,cold_10,
train,tabular_008327,vid6,
train,tabular_006703,hot_28,
train,tabular_007170,vid27,
train,tabular_001333,vid24,
train,tabular_005111,cold_35,
train,tabular_006269,cold_31,
train,tabular_006562,cold_09,
train,tabular_002347,vid28,
train,tabular_008961,vid1,
train,tabular_004722,vid11,
train,tabular_007951,vid2,
train,tabular_003366,hot_32,
train,tabular_001407,vid29,
train,tabular_003261,cold_23,
train,tabular_008951,vid8,
train,tabular_003951,cold_10,
train,tabular_002781,cold_14,
train,tabular_001122,vid35,
train,tabular_003626,vid25,
train,tabular_003585,cold_06,
train,tabular_003361,hot_31,
train,tabular_004946,vid5,
train,tabular_008393,cold_34,
train,tabular_000544,vid18,
train,tabular_001578,vid7,
train,tabular_003480,vid23,
train,tabular_003656,hot_04,
train,tabular_006805,cold_03,
train,tabular_006190,cold_18,
train,tabular_007096,hot_17,
train,tabular_002634,cold_34,
train,tabular_007327,vid29,
train,tabular_001607,vid18,
train,tabular_000817,vid21,
train,tabular_005993,hot_14,
train,tabular_001179,vid23,
train,tabular_005649,hot_05,
train,tabular_000907,cold_19,
train,tabular_007221,hot_04,
train,tabular_000530,vid1,
train,tabular_008431,vid19,
train,tabular_008346,cold_14,
train,tabular_004339,hot_20,
train,tabular_008744,vid10,
train,tabular_008536,cold_17,
train,tabular_008479,vid14,
train,tabular_000222,cold_33,
train,tabular_003250,cold_15,
train,tabular_003914,cold_28,
train,tabular_007584,cold_32,
train,tabular_003911,vid25,
train,tabular_004292,hot_12,
train,tabular_004062,vid19,
train,tabular_002091,vid29,
train,tabular_004777,vid8,
train,tabular_003231,cold_09,
train,tabular_007504,hot_14,
train,tabular_007320,cold_03,
train,tabular_004807,vid25,
train,tabular_006454,hot_32,
train,tabular_001674,vid2,
train,tabular_002845,vid8,
train,tabular_002525,hot_23,
train,tabular_004116,cold_06,
train,tabular_001466,vid19,
train,tabular_004052,vid13,
train,tabular_008568,vid23,
train,tabular_001258,vid17,
train,tabular_007887,vid21,
train,tabular_000328,vid12,
train,tabular_009040,hot_27,
train,tabular_006952,vid13,
train,tabular_004203,cold_33,
train,tabular_002868,vid23,
train,tabular_004677,vid19,
train,tabular_004068,vid22,
train,tabular_008490,cold_34,
train,tabular_004301,vid26,
train,tabular_004596,vid1,
train,tabular_006587,hot_12,
train,tabular_006726,hot_32,
train,tabular_001839,vid6,
train,tabular_000918,cold_24,
train,tabular_002632,vid18,
train,tabular_005733,hot_19,
train,tabular_006720,cold_35,
train,tabular_000644,cold_08,
train,tabular_000612,vid11,
train,tabular_006638,vid34,
train,tabular_001114,cold_18,
train,tabular_002476,vid32,
train,tabular_006866,cold_24,
train,tabular_005363,vid10,
train,tabular_003930,vid30,
train,tabular_007469,hot_05,
train,tabular_004480,vid17,
train,tabular_002615,vid8,
train,tabular_001783,cold_07,
train,tabular_006290,cold_06,
train,tabular_003679,cold_09,
train,tabular_009115,cold_08,
train,tabular_005550,vid5,
train,tabular_008004,cold_20,
train,tabular_008127,vid30,
train,tabular_006992,cold_10,
train,tabular_004665,cold_08,
train,tabular_003392,vid8,
train,tabular_000796,hot_15,
train,tabular_006012,cold_19,
train,tabular_004185,cold_26,
train,tabular_005098,cold_24,
train,tabular_005342,cold_08,
train,tabular_000115,vid30,
train,tabular_000726,vid6,
train,tabular_007550,cold_17,
train,tabular_004304,cold_30,
train,tabular_006542,cold_35,
train,tabular_004064,cold_16,
train,tabular_002292,cold_02,
train,tabular_001618,hot_28,
train,tabular_004254,hot_04,
train,tabular_006147,cold_04,
train,tabular_003799,vid15,
train,tabular_000029,vid21,
train,tabular_002281,vid3,
train,tabular_009152,vid21,
train,tabular_009091,cold_33,
train,tabular_007723,hot_05,
train,tabular_004001,vid24,
train,tabular_004522,vid8,
train,tabular_001441,hot_23,
train,tabular_007850,vid30,
train,tabular_002889,hot_05,
train,tabular_002908,hot_09,
train,tabular_003593,cold_10,
train,tabular_001280,vid29,
train,tabular_004529,vid11,
train,tabular_002982,vid11,
train,tabular_008400,cold_01,
train,tabular_008599,cold_03,
train,tabular_008668,vid7,
train,tabular_007722,cold_22,
train,tabular_002707,vid30,
train,tabular_005891,hot_01,
train,tabular_004602,vid14,
train,tabular_000063,hot_14,
train,tabular_006404,hot_24,
train,tabular_004516,vid5,
train,tabular_005709,cold_02,
train,tabular_003787,hot_21,
train,tabular_002893,vid34,
train,tabular_003093,vid11,
train,tabular_003955,cold_11,
train,tabular_004345,vid16,
train,tabular_008369,cold_24,
train,tabular_007285,cold_21,
train,tabular_000307,hot_17,
train,tabular_001649,vid35,
train,tabular_003274,cold_31,
train,tabular_007481,vid8,
train,tabular_005535,vid3,
train,tabular_003788,cold_10,
train,tabular_006409,hot_25,
train,tabular_000682,cold_22,
train,tabular_005883,vid27,
train,tabular_005486,vid35,
train,tabular_009018,vid28,
train,tabular_001990,hot_10,
train,tabular_002092,cold_12,
train,tabular_002371,cold_30,
train,tabular_005739,vid25,
train,tabular_009170,hot_11,
train,tabular_009132,cold_17,
train,tabular_000196,cold_24,
train,tabular_007001,cold_13,
train,tabular_002320,vid13,
train,tabular_005372,cold_19,
train,tabular_002550,vid6,
train,tabular_005205,cold_05,
train,tabular_004798,hot_11,
train,tabular_003330,hot_28,
train,tabular_008050,vid5,
train,tabular_007600,cold_04,
train,tabular_008629,vid23,
train,tabular_003027,vid5,
train,tabular_005720,hot_15,
train,tabular_002067,cold_01,
train,tabular_000019,hot_05,
train,tabular_008119,vid25,
train,tabular_004155,vid25,
train,tabular_003179,cold_26,
train,tabular_001360,hot_06,
train,tabular_006020,vid21,
train,tabular_003622,cold_21,
train,tabular_006572,cold_16,
train,tabular_000060,vid4,
train,tabular_001428,cold_35,
train,tabular_001619,cold_24,
train,tabular_000765,hot_08,
train,tabular_006191,cold_19,
train,tabular_002616,cold_30,
train,tabular_003002,vid2,
train,tabular_001734,vid18,
train,tabular_000009,vid14,
train,tabular_009095,vid27,
train,tabular_006895,cold_34,
train,tabular_008295,cold_26,
train,tabular_000658,cold_13,
train,tabular_000580,vid31,
train,tabular_008291,cold_23,
train,tabular_008455,vid35,
train,tabular_005669,vid26,
train,tabular_003048,vid16,
train,tabular_000496,cold_26,
train,tabular_002700,cold_16,
train,tabular_007801,cold_16,
train,tabular_004641,cold_03,
train,tabular_004969,hot_10,
train,tabular_002351,cold_21,
train,tabular_005647,vid18,
train,tabular_006748,cold_12,
train,tabular_001191,hot_18,
train,tabular_002370,cold_29,
train,tabular_005076,vid4,
train,tabular_008223,cold_33,
train,tabular_000126,vid7,
train,tabular_004774,vid6,
train,tabular_008112,vid19,
train,tabular_009213,vid16,
train,tabular_003529,cold_14,
train,tabular_000387,vid8,
train,tabular_006945,vid10,
train,tabular_002789,vid5,
train,tabular_000025,vid2,
train,tabular_006423,vid5,
train,tabular_007613,vid30,
train,tabular_005870,cold_29,
train,tabular_006544,cold_01,
train,tabular_006819,vid13,
train,tabular_000228,vid20,
train,tabular_008183,cold_11,
train,tabular_001563,vid29,
train,tabular_001859,cold_32,
train,tabular_000640,vid27,
train,tabular_006812,hot_12,
train,tabular_004018,vid32,
train,tabular_006797,vid4,
train,tabular_002450,vid19,
train,tabular_004948,vid7,
train,tabular_007878,vid17,
train,tabular_001019,cold_20,
train,tabular_005571,cold_16,
train,tabular_008049,vid4,
train,tabular_006607,vid18,
train,tabular_008549,vid15,
train,tabular_000175,vid29,
train,tabular_004668,cold_10,
train,tabular_001337,vid27,
train,tabular_008572,vid25,
train,tabular_002482,vid35,
train,tabular_005125,cold_07,
train,tabular_004035,cold_02,
train,tabular_008338,vid11,
train,tabular_001603,cold_19,
train,tabular_008468,cold_24,
train,tabular_007729,cold_25,
train,tabular_000626,cold_35,
train,tabular_001724,hot_04,
train,tabular_001830,hot_25,
train,tabular_007815,hot_18,
train,tabular_001002,vid12,
train,tabular_000223,cold_34,
train,tabular_005479,cold_21,
train,tabular_003839,vid32,
train,tabular_007363,cold_16,
train,tabular_003292,cold_05,
train,tabular_001503,hot_06,
train,tabular_001502,vid3,
train,tabular_004273,vid14,
train,tabular_008081,vid25,
train,tabular_003229,vid9,
train,tabular_004111,cold_04,
train,tabular_001196,cold_18,
train,tabular_000833,vid29,
train,tabular_006371,cold_33,
train,tabular_006154,vid25,
train,tabular_000811,cold_26,
train,tabular_007632,vid8,
train,tabular_008336,vid10,
train,tabular_000116,vid31,
train,tabular_000685,cold_24,
train,tabular_009108,hot_05,
train,tabular_000460,hot_04,
train,tabular_006048,vid35,
train,tabular_005242,vid13,
train,tabular_005686,hot_13,
train,tabular_002106,hot_27,
train,tabular_004026,hot_32,
train,tabular_006513,vid8,
train,tabular_005805,vid3,
train,tabular_003083,vid5,
train,tabular_005543,vid31,
train,tabular_006035,vid3,
train,tabular_006503,vid4,
train,tabular_002102,hot_26,
train,tabular_007532,cold_08,
train,tabular_006277,vid7,
train,tabular_001882,vid24,
train,tabular_001493,cold_22,
train,tabular_008274,cold_15,
train,tabular_007907,vid3,
train,tabular_001599,vid15,
train,tabular_005610,vid31,
train,tabular_001232,cold_35,
train,tabular_002403,vid28,
train,tabular_004791,cold_13,
train,tabular_005976,hot_12,
train,tabular_007510,cold_33,
train,tabular_002305,vid6,
train,tabular_005135,hot_01,
train,tabular_007230,hot_06,
train,tabular_002557,hot_29,
train,tabular_002920,vid18,
train,tabular_002989,hot_23,
train,tabular_000308,vid34,
train,tabular_007924,cold_26,
train,tabular_007662,vid19,
train,tabular_003035,vid1,
train,tabular_005080,vid7,
train,tabular_007455,vid25,
train,tabular_002680,vid15,
train,tabular_003382,vid35,
train,tabular_004360,vid21,
train,tabular_005590,vid21,
train,tabular_005932,hot_05,
train,tabular_008621,hot_11,
train,tabular_000548,vid19,
train,tabular_001480,hot_02,
train,tabular_003029,vid7,
train,tabular_002358,vid34,
train,tabular_003935,cold_01,
train,tabular_002613,cold_28,
train,tabular_004987,cold_26,
train,tabular_004934,cold_13,
train,tabular_000970,vid29,
train,tabular_003190,cold_29,
train,tabular_005351,cold_13,
train,tabular_004775,cold_10,
train,tabular_001556,cold_06,
train,tabular_004816,vid32,
train,tabular_003670,vid10,
train,tabular_007852,hot_25,
train,tabular_004804,vid23,
train,tabular_007794,vid12,
train,tabular_005286,cold_28,
train,tabular_008552,vid17,
train,tabular_004514,vid35,
train,tabular_008368,vid23,
train,tabular_004658,cold_06,
train,tabular_007778,cold_07,
train,tabular_004248,vid32,
train,tabular_005324,cold_04,
train,tabular_000995,vid9,
train,tabular_005655,vid20,
train,tabular_000300,vid29,
train,tabular_000725,cold_02,
train,tabular_007728,cold_24,
train,tabular_004222,vid21,
train,tabular_002435,vid11,
train,tabular_003158,cold_19,
train,tabular_004367,vid25,
train,tabular_003683,cold_11,
train,tabular_006730,cold_05,
train,tabular_002910,cold_03,
train,tabular_006585,cold_21,
train,tabular_004137,cold_13,
train,tabular_003309,cold_10,
train,tabular_005072,hot_32,
train,tabular_002451,cold_16,
train,tabular_006942,cold_17,
train,tabular_008398,hot_19,
train,tabular_004907,cold_06,
train,tabular_001919,vid12,
train,tabular_008179,vid17,
train,tabular_004501,cold_29,
train,tabular_006714,vid5,
train,tabular_001788,cold_09,
train,tabular_002533,vid3,
train,tabular_005283,vid35,
train,tabular_000157,cold_09,
